TIC,class_gold,class_raw,class_is_inferred,class_reference,ra_deg,dec_deg,period_gold,period_n,period_spread,period_references,period_methods,n_products,n_sectors,has_light_curve,period_is_group,period_usable
334776134,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),157.749333333,-13.5884694444,0.7518796992481203,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
334901449,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
335036191,PULS,Pulsation,False,2025ApJ...989..177C (Campelo+ 2025),,,1.599,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,8.0,8.0,True,False,True
335682563,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
336343562,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),195.77225,-71.4757305556,0.5464480874316939,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
337364158,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,8.0,8.0,True,False,False
337793038,SLF,SLF,False,2020A&A...639A..81B (Burssens+ 2020),252.89051,-41.23054,1.858736059479554,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,False
337886863,ECL,Binary (eclipsing/ellipsoidal),False,2025ApJ...989..177C (Campelo+ 2025),,,2.754,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,9.0,9.0,True,False,True
338532011,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),189.65087,-61.25358,1.639344262295082,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
338640317,ROT,SLF+rot?,False,2020A&A...639A..81B (Burssens+ 2020),253.19739,-41.78583,8.928571428571429,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,True
338738989,BE,Be=Y; signals=I/H,False,2022AJ....163..226L (Labadie-Bartz+ 2022),253.2499,-41.40759,,,,,,2.0,2.0,True,True,False
339565205,AMBIGUOUS,cont.,False,2020A&A...639A..81B (Burssens+ 2020),,,4.424778761061947,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,3.0,3.0,True,False,True
339567904,PULS,SLF+SPB?,False,2020A&A...639A..81B (Burssens+ 2020),253.5485,-41.84925,2.1978021978021975,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,True
339568114,SLF,SLF,False,2020A&A...639A..81B (Burssens+ 2020),253.6082,-41.83216,5.291005291005291,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,False
339570292,PULS,SLF+SPB?,False,2020A&A...639A..81B (Burssens+ 2020),253.54799,-41.64194,6.305170239596469,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,3.0,3.0,True,False,True
340633517,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),116.50009,-56.1935,0.4975124378109453,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
340878553,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),238.44099,-61.66396,,,,,,3.0,3.0,True,True,False
341040849,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),118.09283,-59.49313,0.7194244604316548,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
341258182,ECL,EB,False,2020A&A...639A..81B (Burssens+ 2020),,,2.247191011235955,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,3.0,3.0,True,False,True
341816971,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
342201547,BE,Be=Y; signals=S/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),123.08721,-55.35285,0.4716981132075471,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
342257745,OTHER,Be=U (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),254.34979,-40.36107,,,,,,,,False,False,False
343376491,BE,Be=Y; signals=S/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),240.93523,-60.49847,0.6666666666666666,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,3.0,3.0,True,True,False
344341901,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),251.83666,-57.03503,,,,,,,,False,True,False
346597868,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
347225198,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),253.85421,-50.63656,1.162790697674419,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
347665026,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),254.03685,-50.67476,0.4629629629629629,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
349043273,PULS,beta Cep,False,2020A&A...639A..81B (Burssens+ 2020),114.17098,-19.70234,0.1646903820816864,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
349829477,NOISY,const?,False,2019ApJ...872L...9P (Pedersen+ 2019),113.67648,-61.0828,,,,,,,,False,False,False
349907707,ECL,EB + puls,False,2019ApJ...872L...9P (Pedersen+ 2019),114.10522,-61.87385,,,,,,,,False,False,False
350146577,ROT,rot,False,2019ApJ...872L...9P (Pedersen+ 2019),115.904,-63.39919,1.8378811470588234,2.0,1.0003854605225648,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
350472809,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),246.25599,-65.04065,0.7633587786259541,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
350823719,ECL,EB,False,2019MNRAS.485.3457B (Balona+ 2019),89.74623,-58.26882,4.1963,1.0,1.0,2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
352556540,PULS,Pulsation (SPB),False,2025ApJ...989..177C (Campelo+ 2025),,,0.454,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
352762746,ECL,Binary (eclipsing/ellipsoidal),False,2025ApJ...989..177C (Campelo+ 2025),,,3.038,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
353895732,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
354671857,ROT,SPB? / rot,False,2019ApJ...872L...9P (Pedersen+ 2019),34.12744,-51.51217,0.343791977303989,2.0,1.000506116023852,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
355141264,NOISY,const?,False,2019ApJ...872L...9P (Pedersen+ 2019),329.46321,-47.54685,,,,,,,,False,False,False
355477670,ROT,ROT?,False,2019MNRAS.485.3457B (Balona+ 2019),351.78795,-50.15724,3.676470588235294,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
355553423,BE,Be=Y; signals=I/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),137.67508,-53.0458,0.7194244604316548,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
355653322,BE,rot? / outburst? / instr?,False,2019ApJ...872L...9P (Pedersen+ 2019),359.979083333,-65.5771333333,0.7915347077409163,2.0,1.00416588,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,True,False
356107943,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
356341059,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
356521959,BE,Be=Y; signals=S/I/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),134.34703,-63.49693,0.7874015748031495,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
356674547,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
357032981,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
358232450,ECL,EB,False,2019ApJ...872L...9P (Pedersen+ 2019),17.09617,-55.24576,,,,,,,,False,False,False
358466708,ROT,rot / SPB,False,2019ApJ...872L...9P (Pedersen+ 2019),119.22784,-60.59847,0.6020469596628537,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
358467049,ROT,rot,False,2019ApJ...872L...9P (Pedersen+ 2019),119.18794,-60.81508,3.7572924528301885,2.0,1.0087102126865481,2019MNRAS.485.3457B (Balona+ 2019) | 2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
358467087,ELL,SPB / EV? / rot? /SLF?/ instr?,False,2019ApJ...872L...9P (Pedersen+ 2019),119.19665,-60.84085,,,,,,,,False,False,False
358467471,BE,Be=Y; signals=I+,False,2022AJ....163..226L (Labadie-Bartz+ 2022),119.06572,-61.09949,,,,,,,,False,True,False
358818468,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),139.23161,-63.77517,0.5376344086021505,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
359055762,OTHER,sdB candidate (sdOB),False,2025ApJ...989..177C (Campelo+ 2025),,,2.673,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
362105045,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
363236260,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),146.02988,-53.74532,1.8518518518518516,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
363748801,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),250.346291667,-68.2961222222,0.641025641025641,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
364323837,ROT,rot? / SPB?,False,2019ApJ...872L...9P (Pedersen+ 2019),88.00096,-62.51775,,,,,,,,False,False,False
364398190,ROT,rot? / SLF?,False,2019ApJ...872L...9P (Pedersen+ 2019),119.62806,-60.72906,1.3157894736842106,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
364398342,BE,rot? / SPB? / Be,False,2019ApJ...872L...9P (Pedersen+ 2019),119.710625,-60.8244611111,0.8064516129032259,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
364421326,ROT,rot?,False,2019ApJ...872L...9P (Pedersen+ 2019),119.57302,-63.13157,0.5060728744939271,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
365213081,OTHER,sdB candidate (Bin (sdB+dM)),False,2025ApJ...989..177C (Campelo+ 2025),,,0.086,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
365572007,ROT,SLF+rot?,False,2020A&A...639A..81B (Burssens+ 2020),81.28276,6.3497,3.621876131836291,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
367003034,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
367779738,OTHER,"sdB candidate (Bin, g, b)",False,2025ApJ...989..177C (Campelo+ 2025),,,0.037,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
368827573,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
369312341,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),191.85926,-62.54382,0.6802721088435374,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
369397090,NOISY,Noisy,False,2022ApJ...924....2B (Barraza+ 2022),358.15039,-30.1692,,,,,,,,False,False,False
369457005,ROT,rot / SPB?,False,2019ApJ...872L...9P (Pedersen+ 2019),311.58362,-39.19927,,,,,,,,False,False,False
370038084,NOISY,const?,False,2019ApJ...872L...9P (Pedersen+ 2019),60.60598,-70.27213,,,,,,,,False,False,False
372913233,BE,const? / outburst? / instr?,False,2019ApJ...872L...9P (Pedersen+ 2019),119.43841,-60.92646,,,,,,,,False,True,False
372913367,BE,Be=Y; signals=I+/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),119.44136,-60.82632,0.5181347150259068,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
372913582,BE,const? / outburst? / instr?,False,2019ApJ...872L...9P (Pedersen+ 2019),119.4549,-60.68364,,,,,,,,False,True,False
372913684,ECL,SXARI(EA:),False,2019MNRAS.485.3457B (Balona+ 2019),119.51213,-60.61479,1.4579270072992698,2.0,1.0026469880484479,2019MNRAS.485.3457B (Balona+ 2019) | 2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
373843852,ROT,SPB? / rot?,False,2019ApJ...872L...9P (Pedersen+ 2019),81.56341,-67.49997,,,,,,,,False,False,False
374690639,BE,Be=Y; signals=I+,False,2022AJ....163..226L (Labadie-Bartz+ 2022),150.64821,-60.14764,,,,,,,,False,True,False
374753420,BE,Be=Y; signals=I/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),150.89216,-61.88396,1.7857142857142856,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
375232307,BE,Be=Y; signals=I/L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),283.054291667,-62.1875916667,,,,,,,,False,True,False
376077639,OTHER,Be=U (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),262.847,-56.9209638889,,,,,,,,False,False,False
376480349,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),180.64836,-59.33703,0.9090909090909092,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
376869778,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
377053047,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
377099704,PULS,Pulsation,False,2025ApJ...989..177C (Campelo+ 2025),,,0.479,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
377159029,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
377309425,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
378812108,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),180.59749,-61.45145,0.8771929824561404,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
378996846,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),180.88591,-61.09825,1.1904761904761905,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
379203908,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
380117288,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),181.53208,-61.2569,,,,,,,,False,False,False
381257866,BE,Be=Y; signals=S/L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),182.50471,-64.00095,,,,,,,,False,True,False
381641106,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),182.82723,-62.49544,,,,,,,,False,False,False
381747495,BE,Be=S; signals=S/L/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),182.6254,-64.1009,,,,,,5.0,5.0,True,True,False
382396569,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),183.17746,-63.59989,1.5625,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
382750740,BE,Be=Y; signals=I/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),183.53186,-60.60234,0.819672131147541,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,4.0,4.0,True,True,False
382795601,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),242.54396,-40.12881,0.381679389312977,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
383162375,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),258.25165,-42.63346,0.4608294930875576,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,2.0,2.0,True,True,False
383285551,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),134.3142,-58.58599,0.6024096385542169,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
383287960,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),134.196359,-59.520023,0.5291005291005292,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
383542260,BE,Be=Y; signals=S/I/L/H/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),216.31626,-61.31988,0.5128205128205129,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
383763886,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),221.72959,-45.23313,1.282051282051282,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
384471407,BE,Be=Y; signals=I/V/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),136.26569,-58.76766,,,,,,,,False,True,False
384992041,OTHER,sdB candidate (Bin+R (sdB+dM)),False,2025ApJ...989..177C (Campelo+ 2025),,,0.257,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
385626507,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),138.46401,-55.53969,1.2195121951219512,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,6.0,6.0,True,True,False
385873047,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),111.167458333,-16.2014722222,0.9803921568627452,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
386024312,BE,Be=Y; signals=I/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),139.07371,-59.23418,0.4273504273504274,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
388935529,PULS,hybrid,False,2020A&A...639A..81B (Burssens+ 2020),84.14872,-6.06475,3.69139904023625,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
388940683,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
389217256,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),217.43586,-64.15993,0.4329004329004329,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
389576843,BE,Be=Y; signals=I+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),277.52718,-52.20454,0.4424778761061947,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
389921913,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),87.83658,-70.28592,,,,,,30.0,30.0,True,False,False
390071999,BE,Be=Y; signals=S/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),183.50734,-59.39687,0.495049504950495,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
391810734,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),82.6577,-68.41089,,,,,,,,False,False,False
391887875,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),82.69906,-71.06731,,,,,,,,False,False,False
392569763,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,1.429,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
393790402,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
393852409,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,2.415,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
394020645,OTHER,sdB candidate,False,2025ApJ...989..177C (Campelo+ 2025),,,1.113,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
394060863,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),218.62192,-64.20207,0.9433962264150942,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
394728064,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),160.464666667,-79.7832861111,,,,,,,,False,False,False
395429445,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),218.88884,-61.00832,1.1235955056179776,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
398912586,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
398940155,OTHER,sdB candidate (MSRot),False,2025ApJ...989..177C (Campelo+ 2025),,,0.479,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
399669624,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),72.653,8.90018055556,,,,,,,,False,False,False
399990331,BE,Be=Y; signals=I+,False,2022AJ....163..226L (Labadie-Bartz+ 2022),219.89688,-61.98544,,,,,,,,False,True,False
400136687,BE,Be=Y; signals=I/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),133.74085,-50.86399,,,,,,,,False,True,False
401635731,BE,Be=Y; signals=I/L/F/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),220.02282,-59.93134,0.423728813559322,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
402894425,PULS,Pulsation,False,2025ApJ...989..177C (Campelo+ 2025),,,0.139,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,30.0,30.0,True,False,True
404768847,PULS,SPB? / SLF?,False,2019ApJ...872L...9P (Pedersen+ 2019),84.67807,-69.09517,,,,,,,,False,False,False
404768956,PULS,SLF? / SPB? / instr?,False,2019ApJ...872L...9P (Pedersen+ 2019),84.69044,-69.10624,,,,,,,,False,False,False
404796860,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),84.67706,-69.38587,,,,,,,,False,False,False
404852071,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),85.20335,-69.28089,,,,,,,,False,False,False
404933493,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),85.33497,-69.08535,,,,,,,,False,False,False
404967301,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),85.36531,-69.80104,,,,,,30.0,30.0,True,False,False
405387285,BE,Be=Y; signals=I/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),184.2488,-56.40671,0.4975124378109453,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
405520863,BE,Be=S; signals=I+,False,2022AJ....163..226L (Labadie-Bartz+ 2022),190.485708333,-59.6858194444,,,,,,,,False,True,False
405577964,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),191.86374,-57.97248,0.641025641025641,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,2.0,2.0,True,True,False
406050497,SLF,SLF,False,2020A&A...639A..81B (Burssens+ 2020),193.98806,-56.8358,3.1847133757961785,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,False
406341244,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),197.87294,-55.35682,0.8130081300813008,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
406931389,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
407615454,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
408382023,BE,Be=Y; signals=I+/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),145.320875,-23.5915138889,0.6451612903225806,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
408757239,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),213.41585,-54.62566,,,,,,,,False,False,False
409233684,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
409358619,BE,Be=Y; signals=H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),213.738083333,-57.086125,0.3875968992248061,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
409791884,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),126.25166,-12.76477,1.2195121951219512,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
410447919,ROT,rot/SPB?,False,2019ApJ...872L...9P (Pedersen+ 2019),117.96203,-62.9088,4.39965502283105,2.0,1.0786917497016608,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,False
410451677,ROT,rot,False,2019ApJ...872L...9P (Pedersen+ 2019),119.99086,-60.7468,2.052175163934426,2.0,1.00292296,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
410599289,BE,Be=Y; signals=S/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),243.91678,-52.37027,0.7194244604316548,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
411643280,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),218.82185,-56.7711,0.5617977528089888,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
412353405,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
412359545,PULS,Pulsation,False,2025ApJ...989..177C (Campelo+ 2025),,,0.628,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
415820931,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
416542110,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
417620454,OTHER,sdB candidate,False,2025ApJ...989..177C (Campelo+ 2025),,,0.272,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
418011185,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
419065817,ROT,rot / SPB?,False,2019ApJ...872L...9P (Pedersen+ 2019),4.17643,-20.21006,0.6784260515603799,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
